filename,Class ID,xmin,ymin,xmax,ymax
P1840047.jpg,31,2386,1864,2479,1947
P1840048.jpg,31,1173,1547,1406,1756
P1840048.jpg,31,4054,1783,4117,1840
P1840049.jpg,31,787,1259,1102,1542
P1840059.jpg,31,784,2003,854,2066
P1840060.jpg,31,261,1309,507,1518
P1840060.jpg,31,1523,1714,1567,1752
P1840061.jpg,31,2335,1655,2384,1698
P1840062.jpg,31,2578,1777,2626,1820
P1840075.jpg,31,274,1852,496,2053
P1840076.jpg,31,344,1459,681,1749
P1840077.jpg,31,1171,1685,1275,1785
P1840078.jpg,31,1483,1669,1582,1770
P1840095.jpg,31,1470,1805,1535,1858
P1840096.jpg,31,1453,2062,1502,2112
P1840097.jpg,31,634,1361,825,1553
P1840099.jpg,31,3660,1543,3811,1691
P1840112.jpg,31,3954,900,4074,1016
P1840113.jpg,31,2104,2084,2172,2150
P1840114.jpg,31,2087,2003,2173,2090
P1840115.jpg,31,2211,1942,2321,2055
P1840116.jpg,31,1342,2280,1382,2319
P1840117.jpg,31,1765,2112,1809,2161
P1840118.jpg,31,1525,2196,1561,2229
P1840119.jpg,31,1735,1731,1795,1785
P1840125.jpg,31,3944,1268,4045,1394
P1840174.jpg,31,1547,754,1973,1165
P1840183.jpg,31,1507,1994,1586,2073
P1840184.jpg,31,696,1831,760,1925
P1840186.jpg,31,584,1573,710,1703
P1840186.jpg,31,2271,1752,2301,1777
P1840186.jpg,31,2320,1785,2344,1806
P1840186.jpg,31,2877,1689,2913,1724
P1840187.jpg,31,947,1857,1053,1945
P1840187.jpg,31,1332,2024,1391,2080
P1840187.jpg,31,3436,1497,3621,1677
P1840188.jpg,31,548,2093,681,2212
P1840188.jpg,31,1191,2335,1267,2409
P1840189.jpg,31,1006,2049,1118,2150
P1840201.jpg,31,2728,1313,2772,1373
P1840227.jpg,31,3132,409,3350,625
P1840241.jpg,31,2033,1558,2091,1612
P1840242.jpg,31,1815,1549,1874,1601
P1840242.jpg,31,2245,1521,2308,1582
P1840243.jpg,31,576,1400,712,1528
P1840243.jpg,31,1252,1107,1472,1311
P1840271.jpg,31,158,1407,658,1891
P1840275.jpg,31,3570,1557,3858,1858
P1840276.jpg,31,1455,1318,1600,1452
P1840295.jpg,31,459,724,788,1056
P1840371.jpg,31,2349,1536,2404,1586
P1840438.jpg,31,1359,1623,1571,1845
P1840439.jpg,31,626,1395,985,1760
P1840460.jpg,31,2773,1624,2868,1740
P1840461.jpg,31,3219,1485,3351,1651
P1840519.jpg,31,959,1375,1246,1621
P1840520.jpg,31,850,1157,1164,1434
P1840521.jpg,31,2309,1774,2343,1805
P1840522.jpg,31,2339,1710,2375,1742
P1840523.jpg,31,616,1375,776,1538
P1840533.jpg,31,709,1625,874,1767
P1840548.jpg,31,1947,1858,1994,1902
P1840549.jpg,31,1727,2140,1781,2188
P1840550.jpg,31,484,1752,624,1870
P1860094.jpg,31,1818,1500,1891,1606
P1860095.jpg,31,1761,1468,1885,1664
P1860332.jpg,31,2711,1119,2753,1152
P1860333.jpg,31,693,1108,869,1232
P1860343.jpg,31,850,1161,957,1262
P1860347.jpg,31,618,1288,788,1429
P1860401.jpg,31,741,1385,893,1524
P1840559.jpg,32,1584,1552,1767,1736
P1840560.jpg,32,3295,1803,3377,1885
Screenshot (190).png,33,1146,547,1182,584
Screenshot (191).png,33,205,508,360,686
Screenshot (194).png,33,901,576,941,617
Screenshot (195).png,33,69,550,166,660
Screenshot (201).png,33,220,526,302,622
Screenshot (202).png,33,933,529,968,565
Screenshot (203).png,33,1029,526,1053,549
Screenshot (287).png,33,806,707,827,725
Screenshot (288).png,33,770,715,807,750
Screenshot (289).png,33,527,703,620,782
Screenshot (306).png,33,1159,717,1178,734
DSC-0119.jpg,33,1067,1116,1135,1180
DSC-0120.jpg,33,1585,1035,1609,1061
1000.jpg,34,1877,483,1909,516
1001.jpg,34,2175,479,2219,527
1026.jpg,34,346,648,381,676
1027.jpg,34,298,648,362,709
1030.jpg,34,846,619,906,679
1033.jpg,34,1330,513,1341,527
1035.jpg,34,488,603,503,616
1054.jpg,34,830,494,889,553
1054.jpg,34,1783,470,1841,527
1055.jpg,34,1180,576,1193,588
1055.jpg,34,1389,569,1404,585
Screenshot (144).png,34,994,481,1079,564
Screenshot (145).png,34,1138,472,1186,522
Screenshot (146).png,34,1194,475,1226,508
Screenshot (225).png,34,1790,583,1811,606
102.jpg,34,633,390,665,420
113.jpg,34,794,451,825,482
114.jpg,34,626,410,705,489
138.jpg,34,1351,588,1415,656
140.jpg,34,1093,515,1110,536
141.jpg,34,1140,516,1191,570
19.jpg,34,1176,434,1192,449
19.jpg,34,895,443,910,458
39.jpg,34,810,470,825,485
39.jpg,34,1095,452,1110,468
40.jpg,34,597,487,638,527
40.jpg,34,1244,442,1282,480
5.jpg,34,580,436,599,452
5.jpg,34,882,415,895,429
P1830947.jpg,34,1716,1314,1789,1392
P1830948.jpg,34,1762,1154,1853,1245
P1830949.jpg,34,1692,1119,1832,1261
P1830950.jpg,34,1536,866,1720,1050
P1840356.jpg,34,2031,2222,2153,2345
P1840357.jpg,34,1823,1715,1982,1876
P1840358.jpg,34,1190,1407,1406,1623
P1840359.jpg,34,474,1279,746,1553
P1860094.jpg,34,1971,1547,2039,1613
P1860095.jpg,34,2223,1653,2330,1761
P1860096.jpg,34,1396,1349,1623,1579
P1860655.jpg,34,831,493,857,517
P1860655.jpg,34,1268,503,1295,527
15.jpg,35,647,425,673,448
26.jpg,35,788,445,797,453
27.jpg,35,595,462,626,489
28.jpg,35,350,391,419,446
36.jpg,35,741,367,760,385
37.jpg,35,624,415,658,447
38.jpg,35,651,454,671,472
88.jpg,35,601,534,616,546
89.jpg,35,524,555,548,575
90.jpg,35,657,479,696,515
91.jpg,35,257,382,375,483
P1840099.jpg,35,337,1204,575,1439
P1840099.jpg,35,2761,1710,2820,1768
P1840100.jpg,35,2600,1597,2681,1676
P1840101.jpg,35,1115,1633,1264,1784
P1840111.jpg,35,2648,1437,2698,1487
P1840143.jpg,35,2332,1835,2372,1875
P1840144.jpg,35,2400,1927,2447,1974
P1840145.jpg,35,2393,1701,2447,1755
P1840146.jpg,35,2307,1735,2372,1801
P1840146.jpg,35,2140,1893,2167,1929
P1840147.jpg,35,2634,2114,2737,2217
P1840147.jpg,35,2285,2334,2329,2378
P1840148.jpg,35,2257,2037,2311,2089
P1840148.jpg,35,2824,1710,2974,1856
P1840149.jpg,35,3388,949,3698,1258
P1840149.jpg,35,2004,1757,2071,1822
P1840150.jpg,35,2968,1640,3098,1768
P1840151.jpg,35,3253,1450,3434,1627
P1840152.jpg,35,3528,999,3799,1267
P1840506.jpg,35,2496,1957,2628,2087
P1840507.jpg,35,3110,1099,3467,1453
P1840507.jpg,35,1363,1994,1434,2064
P1840508.jpg,35,2604,1734,2778,1901
P1840510.jpg,35,3325,1150,3657,1483
13.jpg,36,642,438,677,469
14.jpg,36,626,389,658,422
45.jpg,36,482,370,540,426
46.jpg,36,699,400,731,428
49.jpg,36,611,411,635,432
50.jpg,36,495,415,544,452
9.jpg,36,495,380,541,421
DSC-0325.jpg,36,1366,937,1467,1041
DSC-0330.jpg,36,1269,869,1395,994
1015.jpg,37,813,693,859,734
1018.jpg,37,519,534,626,614
1050.jpg,37,1102,512,1144,554
1050.jpg,37,1014,535,1038,560
1050.jpg,37,1039,538,1060,558
1051.jpg,37,1175,522,1204,550
1051.jpg,37,1094,538,1108,553
Screenshot (118).png,37,2247,543,2270,561
Screenshot (128).png,37,1291,567,1304,580
Screenshot (128).png,37,1163,566,1176,580
Screenshot (138).png,37,449,637,621,802
Screenshot (139).png,37,1194,638,1218,660
Screenshot (140).png,37,2004,675,2051,714
Screenshot (141).png,37,201,532,341,709
Screenshot (213).png,37,769,507,803,573
Screenshot (44).png,37,347,595,539,810
127.jpg,37,766,330,787,351
131.jpg,37,709,379,774,458
136.jpg,37,718,411,739,431
DSC-0101.jpg,37,1073,1062,1156,1145
DSC-0109.jpg,37,1951,1175,1982,1207
DSC-0129.jpg,37,1624,1214,1652,1243
DSC-0130.jpg,37,1417,1151,1458,1193
P1840029.jpg,37,1085,1179,1376,1473
P1840030.jpg,37,1149,1511,1351,1714
P1840030.jpg,37,3425,1775,3486,1835
P1840031.jpg,37,659,1505,925,1771
P1840032.jpg,37,214,903,641,1328
P1840032.jpg,37,3821,1698,3888,1771
P1840033.jpg,37,313,1043,802,1531
P1840034.jpg,37,1539,1202,1635,1295
P1840035.jpg,37,1754,1545,1849,1655
P1840036.jpg,37,1675,1596,1796,1717
P1840037.jpg,37,1788,1347,1933,1494
P1840037.jpg,37,2035,1592,2093,1647
P1840038.jpg,37,1298,856,1580,1136
P1840039.jpg,37,421,345,856,780
P1840039.jpg,37,1863,1356,1942,1434
P1840040.jpg,37,1828,1725,1942,1837
P1840041.jpg,37,538,1006,865,1339
P1840051.jpg,37,1016,2217,1060,2265
P1840052.jpg,37,903,2470,951,2524
P1840089.jpg,37,1004,1735,1122,1891
P1840091.jpg,37,1799,1479,1887,1579
P1840092.jpg,37,1207,1594,1330,1726
P1840202.jpg,37,2848,1817,2963,1901
P1840202.jpg,37,1133,1894,1220,2009
P1840203.jpg,37,764,1675,928,1860
P1840203.jpg,37,3508,1600,3694,1785
P1840204.jpg,37,62,1186,534,1643
P1840205.jpg,37,931,1570,1189,1826
P1840206.jpg,37,768,1243,1149,1618
P1840212.jpg,37,1631,1965,1787,2117
P1840213.jpg,37,1465,1995,1666,2192
P1840214.jpg,37,2089,1928,2174,2021
P1840215.jpg,37,316,1456,701,1832
P1840247.jpg,37,2155,1435,2273,1548
P1840248.jpg,37,533,860,837,1160
P1840248.jpg,37,2282,1660,2354,1723
P1840256.jpg,37,2748,1803,3005,2069
P1840256.jpg,37,2434,2233,2550,2352
P1840307.jpg,37,2139,1504,2321,1697
P1840348.jpg,37,1024,1422,1155,1606
P1840349.jpg,37,544,1605,656,1714
P1840455.jpg,37,3142,1642,3343,1843
P1840456.jpg,37,3410,1568,3629,1793
P1840457.jpg,37,3415,1417,3793,1799
P1840459.jpg,37,3335,775,3867,1328
P1840586.jpg,37,1447,1701,1662,1915
P1840587.jpg,37,1438,1561,1667,1788
P1840588.jpg,37,1892,1473,2018,1607
P1840589.jpg,37,2028,1375,2162,1519
P1840590.jpg,37,1226,920,1538,1237
P1840591.jpg,37,9,2493,566,3037
P1840593.jpg,37,399,1467,522,1596
P1840593.jpg,37,459,1622,516,1690
P1840594.jpg,37,875,1426,1224,1768
P1840594.jpg,37,2792,2029,2885,2119
P1860046.jpg,37,2541,1722,2691,1875
P1860046.jpg,37,3702,1888,3788,1970
P1860047.jpg,37,1912,1778,2139,2009
P1860048.jpg,37,472,1312,859,1705
P1860049.jpg,37,1454,1138,1769,1449
P1860058.jpg,37,242,1399,543,1755
P1860059.jpg,37,1911,2163,2026,2278
P1860060.jpg,37,2158,1785,2236,1863
P1860060.jpg,37,1590,1590,1763,1760
P1860061.jpg,37,45,1061,509,1525
P1860062.jpg,37,2417,1586,2586,1754
P1860641.jpg,37,3874,1945,3961,2027
1087.jpg,38,1091,634,1111,655
1088.jpg,38,1171,641,1197,668
1089.jpg,38,944,624,1019,695
1091.jpg,38,308,616,388,719
1092.jpg,38,983,612,1027,658
1093.jpg,38,1198,611,1225,640
Screenshot (128).png,38,840,509,928,590
Screenshot (139).png,38,1269,640,1285,656
Screenshot (140).png,38,2177,680,2211,706
Screenshot (141).png,38,1227,618,1266,660
Screenshot (175).png,38,302,514,404,624
Screenshot (177).png,38,1412,331,1450,380
Screenshot (178).png,38,1346,614,1370,641
Screenshot (181).png,38,1040,571,1100,636
Screenshot (182).png,38,419,553,514,636
Screenshot (23).png,38,970,523,1040,600
Screenshot (32).png,38,959,621,1156,822
Screenshot (33).png,38,1149,630,1159,642
Screenshot (34).png,38,666,602,729,657
Screenshot (35).png,38,1083,639,1113,671
Screenshot (37).png,38,1041,628,1088,676
Screenshot (38).png,38,409,608,527,743
Screenshot (39).png,38,845,673,909,734
Screenshot (40).png,38,996,673,1029,706
Screenshot (42).png,38,540,534,661,653
Screenshot (43).png,38,1207,488,1254,538
Screenshot (45).png,38,1124,442,1155,474
Screenshot (46).png,38,993,524,1047,577
Screenshot (47).png,38,291,531,430,691
Screenshot (48).png,38,935,722,1028,814
130.jpg,38,497,460,582,546
134.jpg,38,1192,246,1222,275
DSC-0129.jpg,38,1413,1153,1491,1230
DSC-0130.jpg,38,808,989,982,1151
P1830919.jpg,38,956,979,1121,1147
P1840027.jpg,38,944,1252,1207,1513
P1840028.jpg,38,305,621,808,1120
P1840202.jpg,38,452,1479,667,1687
P1840215.jpg,38,1464,1906,1575,2011
P1840216.jpg,38,1582,1447,1897,1761
P1840247.jpg,38,820,780,1120,1076
P1840247.jpg,38,2400,1620,2455,1679
P1840248.jpg,38,1751,1572,1849,1669
P1840256.jpg,38,3645,723,4247,1319
P1840592.jpg,38,628,1369,783,1520
P1840593.jpg,38,846,1256,1034,1443
P1860041.jpg,38,283,1472,384,1565
P1860042.jpg,38,447,1334,569,1445
P1860053.jpg,38,1298,1459,1472,1634
P1860054.jpg,38,1162,1047,1437,1321
P1860057.jpg,38,909,1654,1158,1902
P1860059.jpg,38,1566,1987,1743,2164
P1860060.jpg,38,2033,1747,2134,1849
P1860060.jpg,38,539,1128,888,1474
P1860061.jpg,38,2033,1797,2194,1962
P1860062.jpg,38,1478,1329,1769,1622
1077.jpg,39,1057,468,1123,538
1086.jpg,39,1015,653,1077,709
1104.jpg,39,1301,394,1325,418
1105.jpg,39,36,351,73,386
1107.jpg,39,826,481,879,534
Screenshot (33).png,39,573,600,685,701
120.jpg,39,589,433,625,471
P1830970.jpg,39,643,1956,687,2021
P1840006.jpg,39,2668,1589,2921,1875
P1840007.jpg,39,1349,1788,1470,1911
P1840007.jpg,39,3572,1737,3728,1910
P1840008.jpg,39,3964,1394,4178,1625
P1840008.jpg,39,1084,1560,1233,1713
P1840009.jpg,39,295,1053,567,1322
P1840011.jpg,39,420,1407,720,1703
P1840011.jpg,39,3390,1942,3471,2026
P1840012.jpg,39,3495,1468,3628,1615
P1840012.jpg,39,2849,1688,2910,1762
P1840012.jpg,39,4286,1304,4461,1477
P1840015.jpg,39,3284,1356,3474,1554
P1840016.jpg,39,417,967,847,1399
P1840018.jpg,39,47,1519,298,1763
P1840140.jpg,39,1,1424,239,1773
P1840143.jpg,39,761,1745,884,1913
P1840144.jpg,39,1,1624,229,1897
P1840198.jpg,39,664,1003,971,1476
P1840214.jpg,39,322,858,690,1390
P1840214.jpg,39,1807,1765,1921,1894
P1840287.jpg,39,658,1539,747,1632
P1840288.jpg,39,688,1530,790,1633
P1840289.jpg,39,144,1862,257,1977
P1840290.jpg,39,744,1717,1036,2004
P1840302.jpg,39,954,1559,1377,2014
P1840316.jpg,39,1780,1532,1960,1750
P1860038.jpg,39,278,1077,582,1370
P1860039.jpg,39,1,957,464,1538
P1860039.jpg,39,3106,2049,3181,2146
P1860040.jpg,39,1109,1747,1372,2062
P1860043.jpg,39,1876,1453,2026,1661
P1860044.jpg,39,1159,1247,1478,1636
P1860045.jpg,39,1,356,668,1071
P1860051.jpg,39,1085,1429,1282,1674
P1860052.jpg,39,70,933,539,1453
P1860069.jpg,39,246,2842,348,2932
P1860070.jpg,39,234,1926,591,2266
P1860086.jpg,39,1511,2129,1592,2293
P1860087.jpg,39,1356,1992,1476,2208
1058.jpg,40,886,534,920,564
1059.jpg,40,708,521,753,563
1060.jpg,40,375,553,454,627
Screenshot (139).png,40,669,518,767,607
Screenshot (140).png,40,477,452,577,644
Screenshot (192).png,40,752,595,800,640
Screenshot (193).png,40,530,671,613,761
Screenshot (195).png,40,1253,590,1272,610
Screenshot (214).png,40,892,672,923,701
Screenshot (215).png,40,882,679,919,714
Screenshot (216).png,40,498,664,575,740
20.jpg,40,730,384,749,400
21.jpg,40,635,375,686,421
P1840190.jpg,40,1080,1225,1317,1453
P1840191.jpg,40,681,1153,1036,1504
P1840285.jpg,40,1979,1330,2139,1480
P1840286.jpg,40,932,1428,1194,1691
P1860067.jpg,40,1292,1801,1415,1926
P1860068.jpg,40,2239,1637,2411,1810
P1860653.jpg,40,558,488,600,523
67.jpg,41,514,469,581,520
68.jpg,41,698,526,726,550
1089.jpg,42,1613,644,1636,668
1091.jpg,42,1803,609,1873,672
1091.jpg,42,1045,619,1088,664
1091.jpg,42,2437,630,2474,666
1092.jpg,42,1694,606,1729,639
1092.jpg,42,1217,608,1247,644
1093.jpg,42,1668,608,1693,631
Screenshot (115).png,42,758,399,807,445
Screenshot (116).png,42,1013,442,1081,511
Screenshot (117).png,42,1060,508,1099,546
Screenshot (117).png,42,359,472,480,593
Screenshot (118).png,42,788,483,862,554
Screenshot (118).png,42,985,486,1018,519
Screenshot (236).png,42,1047,456,1069,478
Screenshot (36).png,42,823,661,853,711
Screenshot (41).png,42,813,662,895,737
P1840101.jpg,42,1731,1969,1782,2038
P1840113.jpg,42,1920,2170,1947,2198
P1840114.jpg,42,1501,2034,1560,2094
P1840115.jpg,42,2942,1486,3139,1781
P1840116.jpg,42,1897,2232,1927,2278
P1840117.jpg,42,1559,2056,1608,2111
P1840118.jpg,42,2112,2123,2167,2185
P1840119.jpg,42,2736,1679,2825,1776
P1840119.jpg,42,1042,1743,1101,1835
P1840120.jpg,42,1592,1437,1787,1655
P1840121.jpg,42,1343,414,2221,1391
1098.jpg,43,865,476,933,543
Screenshot (126).png,43,646,522,742,611
Screenshot (127).png,43,978,426,1020,467
Screenshot (129).png,43,1596,573,1652,630
Screenshot (130).png,43,1467,594,1496,625
DSC-0106.jpg,43,1089,1273,1143,1325
DSC-0106.jpg,43,1540,1268,1586,1312
P1840003.jpg,43,422,663,761,1033
P1840004.jpg,43,129,366,600,878
P1840007.jpg,43,3259,1701,3361,1800
P1840008.jpg,43,3412,1425,3534,1560
P1840009.jpg,43,4284,936,4497,1162
P1840013.jpg,43,3673,1480,3761,1658
P1840018.jpg,43,4010,1457,4179,1638
P1840019.jpg,43,2591,1460,2783,1674
P1840022.jpg,43,900,173,1561,807
P1840023.jpg,43,1986,1855,2025,1898
P1840024.jpg,43,1282,1459,1385,1570
P1840024.jpg,43,2634,1419,2741,1537
P1840025.jpg,43,1044,1331,1176,1477
P1840025.jpg,43,2841,1278,2990,1442
P1840026.jpg,43,575,1066,760,1272
P1840026.jpg,43,3173,959,3400,1206
P1840244.jpg,43,1837,1291,2015,1459
P1840245.jpg,43,1673,1177,1880,1369
P1840246.jpg,43,94,1436,461,1769
P1840246.jpg,43,3182,1379,3497,1673
P1840305.jpg,43,365,1451,477,1572
P1840306.jpg,43,2671,1120,2816,1279
P1840394.jpg,43,1632,1069,1802,1242
P1840395.jpg,43,1212,716,1431,946
P1840494.jpg,43,517,1054,816,1405
P1840494.jpg,43,3939,1275,4191,1571
P1840495.jpg,43,614,964,768,1206
P1840495.jpg,43,1873,936,2043,1179
P1840495.jpg,43,3415,1301,3531,1477
P1840596.jpg,43,3775,1755,3850,1836
P1840597.jpg,43,4006,1830,4092,1921
P1840598.jpg,43,2700,1833,2820,1965
P1840599.jpg,43,999,873,1257,1200
P1860082.jpg,43,1192,1883,1268,1964
P1860083.jpg,43,1430,2000,1527,2106
Screenshot (149).png,44,778,578,888,704
Screenshot (150).png,44,1092,538,1137,586
Screenshot (175).png,44,1118,546,1147,575
Screenshot (176).png,44,909,536,964,596
Screenshot (177).png,44,748,317,829,407
Screenshot (178).png,44,1012,602,1047,639
Screenshot (235).png,44,708,299,794,385
Screenshot (237).png,44,1006,458,1034,486
Screenshot (238).png,44,901,462,949,507
Screenshot (239).png,44,540,485,645,580
Screenshot (240).png,44,969,480,1010,522
Screenshot (265).png,44,903,426,975,498
Screenshot (266).png,44,1045,407,1081,445
Screenshot (267).png,44,961,616,1007,659
Screenshot (268).png,44,587,641,696,739
Screenshot (271).png,44,996,535,1087,629
Screenshot (272).png,44,127,532,345,754
Screenshot (32).png,44,749,572,1013,791
Screenshot (44).png,44,2028,619,2107,683
130.jpg,44,571,424,662,506
133.jpg,44,595,402,628,432
134.jpg,44,447,247,525,317
136.jpg,44,570,411,614,450
137.jpg,44,654,403,691,438
156.jpg,44,497,400,541,435
DSC-0125.jpg,44,1375,985,1422,1032
DSC-0126.jpg,44,1171,1175,1271,1273
DSC-0143.jpg,44,1760,922,1794,953
DSC-0144.jpg,44,1352,970,1395,1012
DSC-0145.jpg,44,1394,865,1449,920
DSC-0147.jpg,44,1532,895,1558,928
DSC-0148.jpg,44,1513,1077,1561,1123
P1830993.jpg,44,2003,1712,2071,1781
P1830994.jpg,44,1666,1637,1748,1719
P1830995.jpg,44,80,727,830,1458
P1840034.jpg,44,1264,930,1475,1138
P1840035.jpg,44,1264,1142,1546,1424
P1840036.jpg,44,988,1043,1343,1393
P1840037.jpg,44,365,330,955,919
P1840143.jpg,44,2474,1670,2567,1763
P1840144.jpg,44,2622,1676,2743,1798
P1840145.jpg,44,2738,1303,2903,1467
P1840146.jpg,44,2917,1043,3170,1297
P1840207.jpg,44,1147,1324,1337,1519
P1840208.jpg,44,724,1218,1009,1497
P1840388.jpg,44,1309,1677,1483,1856
P1840389.jpg,44,859,1461,1093,1701
P1840408.jpg,44,864,1285,1018,1436
P1840413.jpg,44,1500,1360,1585,1478
P1840414.jpg,44,1458,1589,1544,1706
P1840504.jpg,44,2533,2621,2643,2724
P1840505.jpg,44,2553,1272,2964,1681
P1860368.jpg,44,464,1545,745,1846
P1860370.jpg,44,1980,1464,2320,1800
P1860371.jpg,44,3551,1100,3898,1439
P1860632.jpg,44,204,1569,364,1729
135.jpg,45,301,253,373,318
DSC-0140.jpg,45,1573,926,1628,981
DSC-0152.jpg,45,1171,974,1243,1046
DSC-0153.jpg,45,576,852,688,965
P1840409.jpg,45,2086,1601,2170,1685
P1860046.jpg,45,3597,1825,3665,1890
P1860047.jpg,45,3217,1973,3298,2050
P1860048.jpg,45,2597,1707,2695,1801
P1860049.jpg,45,1063,883,1314,1127
1002.jpg,46,755,513,789,548
1033.jpg,46,1196,512,1221,539
1033.jpg,46,1263,504,1285,526
1064.jpg,46,1323,534,1340,552
1064.jpg,46,1570,527,1589,544
Screenshot (267).png,46,1098,609,1121,636
Screenshot (268).png,46,1014,617,1053,655
Screenshot (269).png,46,713,635,806,722
Screenshot (295).png,46,1268,670,1289,690
Screenshot (296).png,46,1241,667,1267,694
Screenshot (297).png,46,1212,666,1245,700
Screenshot (298).png,46,1157,666,1206,714
Screenshot (299).png,46,536,663,726,870
Screenshot (325).png,46,1213,538,1246,573
Screenshot (326).png,46,1109,542,1158,590
Screenshot (327).png,46,865,564,952,652
100.jpg,46,638,421,676,458
29.jpg,46,645,457,666,476
29.jpg,46,967,447,981,462
30.jpg,46,576,490,609,522
30.jpg,46,1070,473,1092,497
43.jpg,46,666,420,689,441
44.jpg,46,482,414,526,453
60.jpg,46,529,405,570,443
61.jpg,46,715,461,731,476
8.jpg,46,979,516,992,529
88.jpg,46,425,544,440,556
89.jpg,46,148,572,180,594
DSC-0331.jpg,46,865,1015,983,1128
P1840113.jpg,46,2302,1970,2372,2076
P1840114.jpg,46,1506,2118,1570,2182
P1840194.jpg,46,1916,1564,2013,1667
P1840195.jpg,46,1576,1403,1718,1550
P1840196.jpg,46,1425,1057,1643,1279
P1840197.jpg,46,777,899,1159,1284
P1840251.jpg,46,3098,1289,3544,1733
P1840336.jpg,46,3074,1197,3406,1541
P1860412.jpg,46,2652,1683,2801,1836
P1860413.jpg,46,2792,1818,2987,2017
P1860414.jpg,46,2799,1392,3079,1670
P1860653.jpg,46,553,529,599,569
P1860654.jpg,46,851,424,866,438
P1860654.jpg,46,1141,416,1160,434
1026.jpg,47,451,636,479,657
1027.jpg,47,663,626,697,654
1028.jpg,47,465,565,537,632
Screenshot (10).png,47,291,520,452,666
Screenshot (295).png,47,1304,669,1316,684
Screenshot (296).png,47,1291,669,1305,683
Screenshot (297).png,47,1283,668,1300,683
Screenshot (298).png,47,1271,668,1290,686
Screenshot (299).png,47,1236,668,1265,695
Screenshot (300).png,47,1133,667,1186,723
Screenshot (301).png,47,960,669,1052,771
Screenshot (49).png,47,1239,736,1252,752
Screenshot (51).png,47,1294,713,1326,745
Screenshot (52).png,47,1336,688,1380,734
Screenshot (53).png,47,1430,609,1506,694
Screenshot (54).png,47,1982,168,2214,500
Screenshot (55).png,47,1294,699,1328,735
Screenshot (56).png,47,1310,690,1352,734
Screenshot (57).png,47,1635,516,1748,648
Screenshot (9).png,47,1117,601,1147,632
145.jpg,47,717,440,752,474
P1840538.jpg,47,1062,1698,1259,1891
P1840539.jpg,47,1048,1459,1306,1717
P1840540.jpg,47,628,1309,1014,1685
P1860098.jpg,47,2169,1768,2274,1869
P1860099.jpg,47,1393,1722,1573,1899
P1860106.jpg,47,2244,2068,2431,2257
P1860107.jpg,47,747,1826,1017,2097
1006.jpg,48,335,474,379,528
1090.jpg,48,672,540,740,605
1091.jpg,48,1278,623,1301,643
1092.jpg,48,1332,614,1348,631
1093.jpg,48,1377,611,1391,625
1096.jpg,48,234,560,366,688
1096.jpg,48,1943,572,2038,651
1097.jpg,48,972,578,1025,630
1097.jpg,48,1714,582,1755,625
1098.jpg,48,1716,522,1772,573
1099.jpg,48,2122,517,2243,641
Screenshot (190).png,48,1345,548,1359,563
Screenshot (191).png,48,1331,546,1352,565
Screenshot (201).png,48,1141,522,1170,546
Screenshot (202).png,48,1204,525,1224,542
Screenshot (203).png,48,1164,525,1181,538
107.jpg,48,767,462,786,480
108.jpg,48,676,466,710,497
146.jpg,48,1558,490,1627,551
150.jpg,48,677,480,699,501
157.jpg,48,347,349,412,396
73.jpg,48,819,436,828,444
74.jpg,48,542,528,575,560
91.jpg,48,459,492,476,507
DSC-0122.jpg,48,1330,1108,1369,1143
DSC-0123.jpg,48,1170,1026,1229,1080
DSC-0124.jpg,48,1042,949,1150,1054
P1830973.jpg,48,95,1025,469,1419
P1830992.jpg,48,2360,1415,2476,1532
P1830993.jpg,48,1547,1402,1699,1556
P1830994.jpg,48,665,1039,936,1304
P1840034.jpg,48,1447,1175,1549,1301
P1840038.jpg,48,1666,1131,1893,1343
P1840039.jpg,48,1370,959,1638,1221
P1840040.jpg,48,437,842,966,1356
P1840119.jpg,48,262,1422,512,1668
P1840161.jpg,48,2781,2307,2865,2390
P1840162.jpg,48,1295,1654,1466,1828
P1840163.jpg,48,927,1200,1216,1491
P1840164.jpg,48,580,1133,971,1516
P1840180.jpg,48,1034,915,1239,1123
P1840181.jpg,48,689,1016,950,1274
P1840181.jpg,48,1728,1629,1759,1662
P1840182.jpg,48,498,789,877,1162
P1840182.jpg,48,2032,1785,2068,1820
P1840184.jpg,48,1899,1808,1987,1886
P1840185.jpg,48,1810,1608,1896,1689
P1840222.jpg,48,118,1485,388,1751
P1840279.jpg,48,1064,1368,1299,1600
P1840280.jpg,48,859,1156,1149,1442
P1840281.jpg,48,339,810,706,1164
P1840284.jpg,48,941,1016,1276,1345
P1840292.jpg,48,1266,1765,1396,1889
P1840293.jpg,48,437,1585,744,1897
P1840294.jpg,48,2086,1711,2151,1776
P1840297.jpg,48,1154,821,1670,1334
P1840298.jpg,48,1271,726,1788,1251
P1840321.jpg,48,1159,1393,1313,1546
P1840322.jpg,48,862,1145,1155,1433
P1840496.jpg,48,2319,1430,2732,1839
P1840568.jpg,48,2049,1877,2257,2089
P1840569.jpg,48,2425,1863,2682,2124
P1840570.jpg,48,2982,1322,3333,1676
P1840574.jpg,48,656,1463,912,1715
P1860059.jpg,48,2151,2077,2241,2169
P1860060.jpg,48,2063,1538,2177,1650
P1860061.jpg,48,2155,1508,2321,1679
P1860062.jpg,48,1938,934,2209,1207
